2,5,6,11,12,13,19,16,19,24,21,25,25,32,29,31,34,27,32,28,32,33,28,29,28,27,29,31,26,31,31,23,34,27,28,33,34,30,31,33,33,32,31,36,28,34,34,25,28,33,1323
2,5,6,10,11,13,18,18,20,27,25,31,31,39,35,40,44,33,40,33,39,41,35,35,35,33,35,41,34,37,39,30,42,34,34,41,43,39,37,42,41,41,38,46,36,42,44,34,36,41,1626
2,5,6,10,10,12,18,17,19,25,22,25,24,31,32,36,39,34,35,32,35,37,32,32,34,30,33,35,30,33,33,28,38,33,33,41,40,34,33,36,36,39,32,43,33,40,39,30,35,35,1476
2,5,6,10,11,13,17,16,17,23,21,24,24,31,30,33,39,32,35,30,35,39,31,32,34,31,32,37,31,35,34,28,37,33,31,39,40,36,34,37,38,37,35,41,32,38,41,32,36,36,1471
2,5,6,10,11,13,18,17,18,24,20,23,22,30,30,34,42,38,38,35,39,43,35,35,40,36,37,39,35,39,35,30,42,39,37,45,48,41,37,41,42,42,37,46,37,46,47,37,42,38,1623
1,4,7,9,10,10,16,16,17,20,21,26,25,29,30,35,40,38,42,36,41,49,37,38,41,40,41,42,40,43,40,33,43,44,39,46,49,43,40,46,46,46,40,47,40,46,51,39,45,41,1708
2,6,7,10,12,15,21,18,23,28,27,30,31,36,35,42,47,47,46,44,48,54,42,46,49,48,48,48,45,49,48,39,54,51,48,57,58,50,48,52,53,55,47,56,47,56,58,45,53,49,2028
1,3,4,7,10,12,19,17,21,26,24,29,29,36,33,43,45,41,43,39,45,54,42,48,49,47,45,50,43,48,48,41,53,51,46,56,56,49,47,50,55,53,50,58,46,54,59,46,50,50,1971
2,6,8,11,12,14,19,17,18,24,22,26,27,34,30,34,39,35,41,39,46,52,42,43,50,48,47,49,43,47,48,41,53,50,44,52,55,49,46,51,53,50,48,56,43,52,56,43,47,49,1911
2,6,7,10,11,12,17,15,18,21,20,22,24,29,27,33,38,38,40,38,44,52,43,46,50,50,48,48,46,50,46,43,52,54,46,56,58,50,48,50,53,51,50,56,46,53,59,46,49,47,1918
1,3,5,8,10,12,18,15,17,23,20,24,23,28,27,32,35,35,37,35,41,47,39,44,49,45,49,47,45,48,46,43,48,50,47,53,55,49,45,48,49,51,49,56,44,55,55,47,49,46,1847
1,4,7,9,11,12,18,17,18,23,23,28,28,34,33,36,42,39,43,40,47,56,48,50,56,57,58,58,54,58,54,51,58,58,54,62,65,57,55,59,60,59,58,65,56,63,66,54,57,56,2175
1,3,5,9,11,11,19,17,21,26,22,27,27,31,29,36,38,36,38,35,40,44,39,46,50,50,57,55,51,57,50,49,53,53,52,63,62,52,52,54,56,54,53,65,54,60,61,52,55,51,2032
2,6,7,10,11,12,18,18,21,25,25,29,31,39,35,42,46,41,44,39,45,54,48,50,53,56,56,58,55,60,54,52,59,56,56,65,68,60,57,61,62,62,61,69,59,62,67,56,57,58,2237
2,5,5,8,9,12,16,15,18,23,21,25,25,33,31,36,43,40,44,40,47,53,49,51,56,58,62,63,60,64,58,59,64,65,60,71,76,66,62,68,64,66,66,76,62,70,74,67,67,59,2334
1,3,5,8,10,11,16,15,17,23,22,29,29,35,32,39,44,40,44,40,47,56,46,52,57,60,62,67,60,67,62,59,66,65,62,73,73,65,65,71,71,66,67,77,63,70,76,67,70,63,2388
2,5,6,11,13,14,20,19,21,27,24,29,28,36,34,40,47,40,45,41,47,55,46,50,57,58,58,64,58,66,62,61,67,66,62,75,79,70,66,74,70,68,71,78,66,72,79,71,73,68,2459
1,3,5,8,9,9,15,16,17,21,19,23,22,27,27,32,37,34,38,34,39,45,38,43,50,53,57,60,53,61,55,59,58,61,57,69,71,62,60,67,65,63,61,73,61,64,70,65,70,60,2167
2,5,6,11,12,13,19,17,21,27,25,29,29,34,35,41,46,45,45,43,46,54,45,52,59,61,66,65,61,72,67,69,71,72,70,84,81,71,74,80,78,77,72,89,71,78,81,76,84,72,2603
1,4,6,8,10,11,18,15,20,23,22,27,28,31,29,38,39,39,40,39,45,52,43,50,56,58,60,63,57,65,66,67,70,73,69,76,78,69,72,76,76,76,71,85,67,76,77,74,80,71,2466
1,4,6,7,8,10,17,16,19,22,21,24,25,31,30,36,39,39,39,37,43,48,44,47,51,56,60,63,58,64,64,68,73,74,69,81,82,76,74,80,79,75,72,91,73,79,80,76,84,71,2486
1,4,6,7,9,11,16,15,18,22,23,29,29,33,31,40,43,40,43,40,47,57,46,52,60,62,62,70,62,68,68,67,73,76,72,82,86,78,76,84,82,82,77,92,73,82,86,82,88,76,2628
1,4,7,9,11,12,19,18,20,25,23,29,29,34,31,37,41,37,44,40,48,53,45,49,56,56,61,65,59,65,66,64,72,74,68,80,84,78,75,86,83,77,75,94,73,84,86,80,87,77,2591
2,5,6,11,12,12,18,18,20,26,23,26,28,36,34,39,45,42,45,41,46,53,45,48,53,55,59,61,56,65,62,65,68,70,67,82,85,82,78,90,83,79,79,94,78,86,91,82,89,77,2617
2,6,7,10,11,12,18,18,22,26,26,31,33,39,34,42,46,42,47,41,48,54,47,51,54,57,59,62,60,66,66,66,72,73,71,79,85,83,80,90,85,84,82,95,78,87,89,84,89,81,2690
1,3,4,7,9,9,15,14,18,21,19,25,26,33,31,40,45,42,43,40,45,56,47,53,59,57,61,63,60,69,64,65,70,73,69,82,88,82,84,92,90,84,87,104,81,91,99,92,95,82,2689
1,3,5,8,10,12,19,17,20,26,22,27,26,31,29,35,39,38,42,40,46,49,42,48,53,55,60,61,56,63,65,66,72,75,69,83,85,83,83,95,94,85,86,107,85,96,99,93,103,86,2693
1,4,6,8,11,13,21,18,22,26,23,26,28,35,32,39,43,42,42,39,47,54,48,51,54,57,61,63,60,66,66,67,75,77,75,86,89,89,88,98,96,92,93,109,90,101,104,98,104,88,2825
2,5,5,8,9,13,17,15,19,24,24,28,26,32,33,36,41,37,43,40,45,51,45,48,53,57,59,61,56,64,66,66,71,73,70,83,87,84,88,99,97,98,96,113,90,102,107,103,110,94,2793
1,3,5,9,11,10,17,16,18,23,20,26,27,34,30,37,40,35,39,35,41,49,43,48,53,53,59,62,59,66,63,68,67,68,68,79,85,82,79,91,91,87,92,107,87,94,102,96,98,92,2665
1,4,6,8,11,13,21,19,24,27,25,29,29,33,31,40,43,41,44,40,48,56,46,53,56,56,58,62,57,64,64,62,69,75,69,80,84,82,81,88,91,89,91,105,87,102,103,94,105,89,2755
1,4,7,9,11,13,21,20,23,27,26,33,30,35,35,42,46,39,44,40,48,55,48,54,59,59,61,68,60,67,68,70,72,77,74,85,92,87,87,96,96,98,100,119,96,110,116,108,116,106,2958
2,6,7,10,12,15,21,17,21,26,24,26,28,34,31,37,41,40,40,38,46,51,45,49,53,57,58,63,56,62,63,65,70,71,67,79,82,78,81,87,93,86,90,107,90,104,104,97,108,98,2736
1,4,6,8,10,11,18,15,19,21,21,25,24,27,28,34,36,35,38,35,41,49,41,44,49,52,54,56,51,57,56,57,61,67,62,72,77,73,74,81,83,85,85,101,86,102,102,97,109,98,2538
1,3,4,6,7,8,13,13,15,19,18,22,23,30,28,34,38,37,39,35,41,50,46,49,54,56,62,62,63,69,67,73,74,78,76,87,91,91,89,102,101,100,103,120,100,114,119,117,124,108,2879
1,4,7,9,11,12,18,16,17,21,19,23,23,28,27,32,37,35,39,36,44,53,43,46,54,52,55,59,55,61,62,62,66,73,65,75,81,78,78,87,91,89,94,108,92,108,113,104,120,105,2688
2,5,5,9,10,12,17,14,18,22,20,22,23,29,27,31,35,34,36,34,39,43,38,44,48,50,54,55,52,59,56,61,64,66,64,75,78,78,78,87,87,86,89,104,84,100,103,99,111,102,2559
